"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HF21","Voluntary health insurance schemes","FS5","Voluntary prepayment","PARHF","Share of financing scheme","CAN","Canada","2017","2017",76.157,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS5","Voluntary prepayment","PARHF","Share of financing scheme","CAN","Canada","2018","2018",76.382,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",1.64,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",1.626,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",1.631,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",1.788,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",1.839,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",1.71,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",1.694,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",1.674,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",1.655,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",1.726,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",1.831,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",1.819,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",1.839,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2006","2006",24542.919,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2007","2007",25647.723,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2008","2008",27027.845,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2009","2009",28091.326,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2010","2010",30637.197,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2011","2011",30334.459,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2012","2012",30950.495,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2013","2013",31836.611,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2014","2014",33017.064,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2015","2015",34357.422,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2016","2016",37142.863,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2017","2017",38958.535,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2018","2018",40806.785,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",26103.966,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",26766.411,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",27639.668,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",28475.023,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",30637.197,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",29597.478,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",29766.905,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",30068.915,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",30582.175,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",31472.366,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",33723.334,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",34905.108,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",35944.141,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2006","2006",17.493,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2007","2007",17.156,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2008","2008",16.922,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2009","2009",16.621,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2010","2010",17.141,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2011","2011",16.437,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2012","2012",16.283,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2013","2013",16.27,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2014","2014",16.354,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2015","2015",16.309,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2016","2016",16.925,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2017","2017",17.061,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2018","2018",17.132,"P","Provisional value"
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2000","2000",1.94,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2001","2001",1.949,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2002","2002",2.005,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2003","2003",2.056,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2004","2004",2.035,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2005","2005",2.024,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2006","2006",1.978,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2007","2007",2.007,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2008","2008",2.006,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2009","2009",2.033,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2010","2010",2,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2011","2011",1.994,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2012","2012",1.968,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2013","2013",1.942,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2014","2014",1.889,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2015","2015",1.871,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2016","2016",1.903,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2017","2017",1.876,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2000","2000",198887.74,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2001","2001",206201.274,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2002","2002",219274.612,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2003","2003",235636.185,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2004","2004",248494.839,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2005","2005",263816.424,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2006","2006",273244.251,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2007","2007",289998.978,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2008","2008",295181.212,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2009","2009",293776.191,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2010","2010",299795.822,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2011","2011",309982.059,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2012","2012",318796.448,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2013","2013",325893.722,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2014","2014",330932.889,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2015","2015",340916.6,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2016","2016",356085.269,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","USA","United States","2017","2017",365454.917,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2000","2000",246330.968,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2001","2001",250169.177,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2002","2002",262343.372,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2003","2003",276155.087,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2004","2004",283746.483,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2005","2005",292485.975,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2006","2006",294509.828,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2007","2007",304348.568,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2008","2008",300363.825,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2009","2009",299318.83,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2010","2010",299795.822,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2011","2011",302230.85,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2012","2012",305151.238,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2013","2013",307228.833,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",307139.421,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",315602.745,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",326405.28,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",328908.727,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2000","2000",15.467,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2001","2001",14.741,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2002","2002",14.314,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2003","2003",14.162,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2004","2004",13.926,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2005","2005",13.855,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2006","2006",13.453,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2007","2007",13.444,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2008","2008",13.112,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2009","2009",12.466,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2010","2010",12.207,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2011","2011",12.198,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2012","2012",12.053,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2013","2013",11.943,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2014","2014",11.486,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2015","2015",11.172,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2016","2016",11.118,,
"HFTOT","All financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","USA","United States","2017","2017",10.993,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.109,"B","Break"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.114,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.13,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",0.143,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",0.144,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",0.138,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",0.138,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",0.135,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.14,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",0.146,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",0.132,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",0.125,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",0.122,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2006","2006",1630.711,"B","Break"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2007","2007",1801.118,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2008","2008",2153.636,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2009","2009",2250.738,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2010","2010",2402.569,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2011","2011",2455.935,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2012","2012",2524.655,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2013","2013",2574.368,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2014","2014",2791.513,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2015","2015",2899.774,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2016","2016",2678.062,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2017","2017",2686.424,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2018","2018",2707.194,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",1734.432,"B","Break"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",1879.678,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",2202.387,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",2281.481,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",2402.569,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",2396.268,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",2428.109,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",2431.429,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",2585.649,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",2656.274,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",2431.508,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",2406.916,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",2384.598,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2006","2006",100,"B","Break"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2007","2007",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2008","2008",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2009","2009",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2010","2010",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2011","2011",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2012","2012",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2013","2013",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2014","2014",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2015","2015",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2016","2016",100,,
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2017","2017",100,"P","Provisional value"
"HF22","NPISH financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2018","2018",100,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.071,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.064,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.04,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",0.051,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",0.07,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",0.064,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",0.063,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",0.072,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.067,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",0.072,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",0.091,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",0.095,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",0.1,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2006","2006",1064.976,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2007","2007",1010.26,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2008","2008",669.999,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2009","2009",793.631,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2010","2010",1168.643,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2011","2011",1141.049,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2012","2012",1144.91,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2013","2013",1364.163,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2014","2014",1331.053,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2015","2015",1424.906,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2016","2016",1846.137,,
